websites_link,HTMLElement,Category
wildberries.ru,"<input autocomplete=""off"" id=""searchInput"" class=""search-catalog__input j-wba-header-item"" data-wba-header-name=""Search_text"" type=""search"" maxlength=""300"" placeholder=""? ???..."" data-link=""{:searchText:}readonly{:imageChipData}{on 'keydown' onSearchInputKeypress}{on 'focus' enableSuggestions}{on 'input' showSuggestionsDebounced}"" data-jsv=""#78^/78^#79^/79^#80^/80^"">",Seach
https://lava.mt/,"<input type=""search"" class=""orig"" tabindex=""100"" placeholder=""Search here..."" name=""phrase"" value="""" aria-label=""Search input 1"" autocomplete=""off"">",Search
mercadolibre.com.ar,"<input type=""text"" class=""nav-search-input"" aria-label=""Ingresá lo que quieras encontrar"" name=""as_word"" placeholder=""Buscar productos, marcas y más…"" maxlength=""120"" autofocus="""" autocapitalize=""off"" autocorrect=""off"" spellcheck=""false"" autocomplete=""off"" tabindex=""2"" value="""" aria-activedescendant="""" aria-controls=""cb1-list"" aria-autocomplete=""list"" id=""cb1-edit"" aria-expanded=""false"" role=""combobox"">",Search
ebay-kleinanzeigen.de,"<input type=""text"" id=""site-search-query"" class=""splitfield-input is-not-clearable"" name=""keywords"" tabindex=""1"" title="""" placeholder=""What are you looking for?"" value="""" autofocus="""" autocomplete=""off"">",Search
tokopedia.com,"<input aria-label=""Bidang pencarian"" data-unify=""Search"" placeholder=""Cari "" type=""text"" class=""css-ubsgp5 e110g5pc0"" value="""">",Search
mercadolibre.com.mx,"<input type=""text"" class=""nav-search-input"" aria-label=""Enter what you want to find"" name=""as_word"" placeholder=""Search for products, brands and more…"" maxlength=""120"" autocapitalize=""off"" autocorrect=""off"" spellcheck=""false"" autocomplete=""off"" tabindex=""3"" value="""" aria-activedescendant="""" aria-controls=""cb1-list"" aria-autocomplete=""list"" id=""cb1-edit"" aria-expanded=""false"" role=""combobox"">",Search
market.yandex.ru,"<input type=""text"" id=""header-search"" itemprop=""query-input"" name=""text"" aria-labelledby=""header-search header-search-label"" class=""nQ8aB mini-suggest__input"" value="""" placeholder=""Search products"" autocomplete=""off"" autocorrect=""off"" autocapitalize=""off"" spellcheck=""false"">",Search
shopee.co.id,"<input aria-label=""terrypalmerid Discount up to 60%"" class=""shopee-searchbar-input__input"" maxlength=""128"" placeholder=""terrypalmerid Discount up to 60%"" autocomplete=""off"" aria-autocomplete=""list"" aria-controls=""shopee-searchbar-listbox"" value="""">",Search
tmall.com,"<input numberoflines=""false"" class=""rax-textinput rax-textinput-placeholder-0 SearchInput--searchInputContent--1USWNEl"" placeholder=""Search Tmall products/brands/shops"">",Search
olx.com.br,"<input type=""text"" value="""" autocomplete=""off"" aria-autocomplete=""list"" aria-controls=""react-autowhatever-1"" class=""react-autosuggest__input"" placeholder=""I'm looking for...."" name=""q"" id=""searchtext"" size=""20"">",Search
americanas.com.br,"<input type=""text"" name=""conteudo"" autocomplete=""off"" placeholder=""search here for your product"" class=""search__InputUI-sc-1wvs0c1-2 dRQgOV"">",Search
sahibinden.com,NaN,Search
kakaku.com,"<input type=""text"" id=""query"" name=""query"" autocomplete=""off"" class=""c-gSearch_text-1_input p-topSerach_input"" placeholder=""What are you looking for?  (Manufacturer, product category, product name, model number ...)"">",Search
shopping.yahoo.co.jp,NaN,Search
mercari.com,"<input class=""Input__StyledInput-sc-19d8fkv-0 hlpFOe SearchInput-sc-1kwj44w-0 elygcy"" placeholder=""Search for one-of-a-kind finds"" type=""search"" data-testid=""SearchInput"" value="""">",Search
hudson.com,"<input class=""vitals-search-input"" type=""text"" autocomplete=""off"" placeholder=""What are you looking for?"">",Search
ozon.ru,"<input placeholder=""?????? ?? Ozon"" type=""text"" name=""text"" autocapitalize=""off"" autocomplete=""off"" autocorrect=""off"" spellcheck=""false"" maxlength=""255"" value="""" class=""w7v"">",Search
wish.com,"<input maxlength=""100"" type=""text"" placeholder=""What do you want to find?"" data-testid=""topmenu-searchbar"" class=""NavbarSearchBar__SearchInput-sc-19mfcgw-3 eiufaI"" value="""">",Search
bol.com,"<input id=""searchfor"" name=""searchtext"" type=""text"" value="""" maxlength=""75"" autocorrect=""off"" spellcheck=""false"" autocomplete=""off"" autocapitalize=""off"" placeholder=""Waar ben je naar op zoek?"" class=""wsp-search__input js-search-input"" data-test=""search_input_trigger"">",Search
magazineluiza.com.br,"<input type=""search"" placeholder=""Procure por código, nome, marca..."" value="""" id=""input-search"" data-testid=""input-search"" font-size=""1"" class=""sc-jWaEpP fXqluz"">",Search
casasbahia.com.br,"<input type=""text"" id=""strBusca"" value="""" name=""strBusca"" placeholder=""O que você está procurando?"" spellcheck=""false"" accesskey=""b"" autocomplete=""off"" dir=""auto"" onfocus=""inputSearchOnFocus()"" onblur=""inputSearchOnBlur()"" class=""fitext"" nm-autocomplete=""off"">",Search
https://www.joom.com/en,"<input class=""input___3wRUz"" placeholder=""Search"" aria-autocomplete=""list"" role=""combobox"" aria-haspopup=""listbox"" aria-controls=""9-1"" aria-expanded=""false"" value="""">",Search
shopping.naver.com,"<input type=""text"" class=""_searchInput_search_input_QXUFf"" title=""Enter a search term"" value="""">",Search
shopee.vn,"<input aria-label=""GET 1 YEAR FREE BUYING MILK"" class=""shopee-searchbar-input__input"" maxlength=""128"" placeholder=""GET 1 YEAR FREE BUYING MILK"" autocomplete=""off"" aria-autocomplete=""list"" aria-controls=""shopee-searchbar-listbox"" value="""">",Search
subito.it,"<input type=""search"" id=""main-keyword-field"" name=""main-keyword-field"" value="""" placeholder=""Vespa, iPhone, Two-room apartment"" class=""size-normal index-module_weight-book__2ghWz"" autocomplete=""off"">",Search
kohls.com,"<input type=""text"" placeholder=""What are you looking for today?"" class=""input-text"" id=""search"" name=""search"" autocomplete=""off"">",Search
kijiji.ca,"<input class=""input-2398582227 inputKeyword-1984178082"" id=""SearchKeyword"" value="""" placeholder=""Search for anything..."" autocomplete=""off"" aria-autocomplete=""list"" aria-labelledby=""Algolia-Selector-label"" maxlength=""200"" name=""keywords"" variant=""default"">",Search
digikala.com,"<div data-cro-id=""searchbox-click"" class=""d-flex ai-center SearchInput_SearchInput__fyqNG bg-100 SearchInput_SearchInput__searchInput__GoFsj ellipsis grow-1 radius px-2 px-4-lg text-body-2""><div class=""d-flex ai-center jc-between grow-1 w-min-0""><div class=""d-flex pointer""><svg style=""width: 24px; height: 24px; fill: var(--color-icon-low-emphasis);""><use xlink:href=""#searchSearch""></use></svg></div><span data-cro-id=""searchbox-type"" class=""grow-1 px-2 px-4-lg ellipsis""><div class=""color-500 d-flex ai-center text-body-2""><font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Search</font></font></div></span></div></div>",Search
dmm.com,"<input type=""text"" name=""searchstr"" value="""" placeholder=""Search by keyword (products, services, games, etc.)"" id=""naviapi-search-text"" aria-label=""keyword"">",Search
argos.co.uk,NaN,Search
otto.de,"<input class=""squirrel_searchbar__input js_squirrel_searchbar__input js_squirrel_ignore_close_suggest"" data-qa-id=""search-field"" data-qa=""ftfind-search-field"" type=""text"" placeholder=""What are you searching for?"" autocomplete=""off"" autocorrect=""off"" maxlength=""50"">",Search
slickdeals.net,"<input class=""bp-p-slickdealsHeaderSearch_input"" type=""text"" name=""q"" value="""" placeholder=""Search deals, coupons, stores and more..."">",Search
marktplaats.nl,"<input class=""hz-Nav-dropdown-toggle hz-Header-Autocomplete-input"" name=""query"" spellcheck=""false"" data-role=""searchForm-autocomplete"" aria-label=""Search"" autocomplete=""off"" value="""" tabindex=""0"" aria-haspopup=""true"" aria-expanded=""false"">",Search
dpoint.jp,NaN,Search
momoshop.com.tw,"<input id=""keyword"" name=""keyword"" type=""text"" placeholder=""Shampoo"" class=""inputArea ac_input ui-autocomplete-input"" autocomplete=""off"">",Search
cdiscount.com,"<input autocomplete=""off"" autocorrect=""off"" data-dpt="""" autocapitalize=""off"" type=""search"" value="""" placeholder=""What would you like ?"" onkeyup=""this.value?$('.hSrcCancel', this.parentNode).show():$('.hSrcCancel', this.parentNode).hide();"">",Search
poshmark.com,"<input id=""searchInput"" placeholder=""Search Listings"" data-et-prop-content_type=""listings"" aria-label=""Search"" autocomplete=""off"" autocorrect=""off"" spellcheck=""false"" name=""query"" type=""search"" data-et-name=""search_bar"" value="""" class=""search-entry"">",Search
otomoto.pl,NaN,Search
ticketmaster.com,"<input type=""search"" placeholder=""Search for artists, venues, and events"" value="""" aria-label=""Search input"" class=""sc-gVkuDy cWJbYc search--input search--input-focused"" name=""q"" autocomplete=""off"">",Search
smzdm.com,"<input type=""search"" class=""search-input"" id=""J_search_input"" name=""s"" value="""" placeholder=""??"" autocomplete=""off"">",Search
1688.com,"<input id=""home-header-searchbox"" class=""empty"" accesskey=""s"" autocomplete=""off"" maxlength=""60"" name=""keywords"" data-dtop=""16"" data-placeholder-link="""" placeholder=""Search for goods/suppliers/purchase"" value="""" style=""font-size: 15.5px; padding-left: 44px; padding-right: 66.5px;"" data-emogine-form-component-dom-type=""area"" data-emogine-form-component-id=""kbdm6npa"">",Search
11st.co.kr,"<input id=""AKCKwd"" name=""kwd"" onfocus=""clearAdUrl(); searchManager.init();"" type=""text"" class=""header_inp_txt placetx"" title=""ELEVEN STREET search"" value="""">",Search
rozetka.com.ua,"<input _ngcontent-rz-client-c105="""" search-input="""" type=""text"" autocomplete=""off"" name=""search"" class=""search-form__input ng-untouched ng-pristine ng-valid"" placeholder=""I'm looking for..."">",Search
https://www.carrefour.com/en,"<input title=""Enter the terms you wish to search for."" data-drupal-selector=""edit-keys"" type=""search"" id=""edit-keys"" name=""keys"" value="""" size=""15"" maxlength=""128"" class=""form-search"" required="""" placeholder=""  What are you looking for?"">",Search
https://www.amazon.com/,"<input id=""add-to-cart-button"" name=""submit.add-to-cart"" title=""Add to Shopping Cart"" data-hover=""Select <b>__dims__</b> from the left<br> to add to Shopping Cart"" class=""a-button-input"" type=""submit"" value=""Add to Cart"" aria-labelledby=""submit.add-to-cart-announce"">",Add To Cart
https://www.ebay.com/,"<a role=""button"" _sp=""p2047675.l1473"" id=""isCartBtn_btn"" style="""" class=""btn btn-ter  vi-VR-btnWdth-XL"" href=""https://cart.payments.ebay.com/sc/add?item=iid:324444999507,qty:1&amp;srt=01000700000050b626643e05859a75573d1145293a0fd82667b9b3a7c97cda2eef755602508a78bfe9052cac19dba7a8137dbc9251e5f7a5244d6b6f47b414aeeb09473eee9e2fea4e69db257054ba0f0d87e861831cf1&amp;ssPageName=CART:ATC"" vib=""vib"" rel=""nofollow"" ""="""">
							Add to cart</a>",Add To Cart
https://shop.bbc.com/,"<button class=""button button--primary button--block post-init"" name=""add"" type=""submit"" data-cy=""addToCart"" js-ajax-cart=""addToCart"" js-product-form=""addToCart"">
        <span>
          
            
              Add to Cart
            
          
        </span>
      </button>",Add To Cart
https://www.aliexpress.com/,"<button title="""" type=""button"" class=""next-btn next-large next-btn-primary addcart"" role=""button"">Add to Cart</button>",Add To Cart
https://www.amazon.co.uk/,"<input id=""add-to-cart-button"" name=""submit.add-to-cart"" title=""Add to Shopping Basket"" data-hover=""Select <b>__dims__</b> from the left<br> to add to Basket"" class=""a-button-input"" type=""submit"" value=""Add to Basket"" aria-labelledby=""submit.add-to-cart-announce"" formaction=""/cart/add-to-cart/ref=dp_start-bbf_1_glance"">",Add To Cart
https://www.etsy.com/,"<button class=""wt-btn wt-btn--filled wt-width-full"" type=""submit"">
            Add to basket

</button>",Add To Cart
https://www.walmart.com/,"<button class=""w_Bp w_Br w_Bw"" type=""button"" aria-label=""Add to cart - TWENTY FOUR Womens Checkered Tote Shoulder Bag with inner pouch - PU Vegan Leather&amp;nbsp;Shoulder Satchel Fashion Bags -Cream"" style=""position: relative;""><span style=""visibility: visible;"">Add to cart</span></button>",Add To Cart
https://www.carrefour.com/en,"<button type=""button"" aria-label=""TO BUY"" class=""pl-button pl-button--primary add-to-cart__plus""><!----> <span class=""pl-button__label""><!----> <svg aria-hidden=""true"" class=""svg-icon svg-icon--m""><use xlink:href=""#i21""></use></svg></span> </button>",Add To Cart
https://www.bestbuy.com/?intl=nosplash,"<button class=""c-button c-button-primary c-button-lg c-button-block c-button-icon c-button-icon-leading add-to-cart-button"" type=""button"" data-sku-id=""3972016"" data-button-state=""ADD_TO_CART"" style=""padding:0 8px""><svg aria-hidden=""true"" role=""img"" viewBox=""0 0 100 100"" style=""width:16px;height:16px;fill:currentColor;position:relative;margin-right:9px;top:min(0px, max(-8px, calc(100vw - 0px)))""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 32 32"" xml:space=""preserve""><path d=""M31.75 7.39a1.2 1.2 0 0 0-.96-.48H6.75L6 4.11a1.2 1.2 0 0 0-1.17-.9H1.21a1.2 1.2 0 1 0 0 2.41h2.7l4.35 16.24c.14.52.62.9 1.16.9h17.35a1.2 1.2 0 0 0 0-2.42H10.35l-.76-2.82h18.97a1.2 1.2 0 0 0 1.16-.9l2.24-8.18c.1-.36.02-.75-.2-1.05M13.13 23.96a2.42 2.42 0 1 0 0 4.83 2.42 2.42 0 0 0 0-4.83m10.95 0a2.42 2.42 0 1 0 0 4.83 2.42 2.42 0 0 0 0-4.83""></path></svg></svg>Add to Cart</button>",Add To Cart
https://www.homedepot.com/,"<button class=""product-pod__add-to-cart bttn-outline bttn-outline--primary""><span class=""bttn__content"">Add to Cart</span></button>",Add To Cart
https://www.target.com/,"<button type=""button"" aria-label=""Add Basic Reusable Tote Bag Red to cart"" data-test=""addToCartButton"" id=""addToCartButtonOrTextIdFor47679797"" class=""BaseButton-sc-3v3oog-0 ButtonPrimary-sc-9wgfzx-0 gcGvjK hcoLgH"">Add to cart</button>",Add To Cart
https://www.wayfair.com/,"<button class=""pl-Button pl-Button--secondary pl-Button--fullWidth"" type=""button"" data-hb-id=""Button"" data-enzyme-id=""internalTest/framework.listButton.hollowButton""><span class=""pl-Button-content""><span class=""vdvxm0"" data-hb-id=""VisuallyHidden"">Save this item to your list</span><div class=""Heart Heart-hollow"" data-platform-test-id=""internalTest/presentation.favorites.listbutton.heart""><svg focusable=""false"" viewBox=""2 2 24 24"" class=""pl-BaseIcon BaseIcon pl-BaseIcon--scalable Heart-icon"" aria-hidden=""true"" data-hb-id=""pl-icon""><path d=""M18.37 5.5A5.08 5.08 0 0014 8.05 5.08 5.08 0 009.63 5.5a5.2 5.2 0 00-5.13 5.26 5.34 5.34 0 001.29 3.45l7.85 8.14a.51.51 0 00.72 0l7.88-8.17a5.33 5.33 0 001.26-3.42 5.2 5.2 0 00-5.13-5.26z""></path></svg></div></span></button>",Add To Cart
https://store.steampowered.com/,"<a data-panel=""{&quot;focusable&quot;:true,&quot;clickOnActivate&quot;:true}"" class=""btn_green_steamui btn_medium"" href=""javascript:addToCart(675026);"" id=""btn_add_to_cart_675026"">
								<span>Add to Cart</span>
							</a>",Add To Cart
https://www.nike.com/gb/,"<button aria-label=""Add to Cart"" class=""ncss-btn-primary-dark btn-lg add-to-cart-btn""> <font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Add to Cart</font></font></button>",Add To Cart
https://www.costco.com/,"<input type=""button"" id=""add-to-cart-btn"" automation-id=""addToCartButton"" name=""add-to-cart"" value=""Add to Cart"" class=""primary-button-v2"">",Add To Cart
https://www2.hm.com/en_gb/index.html,"<button class=""item button fluid button-big button-buy"" data-not-added-text=""You need to select an available size"" data-added-text=""Item added"" data-shopping-bag-text=""Shopping bag"" data-shopping-bag-failed-text=""Oops, something went wrong adding this item to the shopping bag"" data-quantity-text=""Quantity"" data-color-text=""Colour"" data-size-text=""Size"" data-default-quantity=""1"" data-sold-out-text=""Out of stock"" data-not-added-sold-out-text=""All sizes for this colour are sold out"">
							       	<span class=""icon icon-shopping-bag-white"">
							            Add</span>
								</button>",Add To Cart
https://www.newegg.com/,"<button class=""btn btn-primary btn-wide"" title=""Add Everki Charcoal 16&quot; Advance Laptop Bag / Briefcase Model EKB407NCH to cart"">Add to cart <i class=""fas fa-caret-right""></i></button>",Add To Cart
https://www.macys.com/,"<button id=""bag-add-10517329"" class=""expanded"" data-type=""cta"" data-action=""product:bag:add"" data-auto=""add-to-bag"">Add to bag</button>",Add To Cart
https://www.bhphotovideo.com/,"<button data-selenium=""addToCartButton"" class=""atcBtn__CIoO9tqI0 toCartBtn_FQmjNw06yv buttonTheme_FaBO4oOJAp"">Add to Cart</button>",Add To Cart
https://www.americanexpress.com/,"<button type=""submit"" title=""Add to Cart"" class=""action tocart primary"">
                                <span>Add to Cart</span>
                            </button>",Add To Cart
https://www.redbubble.com/,"<button type=""button"" data-testid=""standardAddToCartButton"" class=""styles__button--2oYLO styles__primary--1hLLD styles__fluid--1tvHX styles__strong--U_14i styles__inverse--WwlGU styles__large--2mbak""><span class=""styles__iconBefore--3B115""><span style=""color:currentColor"" class=""styles__svg--1vlcU styles__medium--1VBWz""><svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 24 24"" fill=""currentColor""><circle cx=""8"" cy=""20"" r=""2""></circle><circle cx=""18"" cy=""20"" r=""2""></circle><path d=""M19 17H7a1 1 0 01-1-.78L3.2 4H2a1 1 0 010-2h2a1 1 0 011 .78L7.8 15h10.4L20 6.78a1 1 0 012 .44l-2 9a1 1 0 01-1 .78z""></path><path d=""M16 6h-2V4a1 1 0 00-2 0v2h-2a1 1 0 000 2h2v2a1 1 0 002 0V8h2a1 1 0 000-2z""></path></svg></span></span><span class=""styles__children--21o3C""><span>Add to cart</span></span></button>",Add To Cart
https://us-store.msi.com/,"<button type=""button"" class=""btn btn-sm float-right add-cart-button-2"" onclick=""cart.add('882');"">ADD TO CART</button>",Add To Cart
https://www.carrefour.fr/p/pain-boule-bio-carrefour-bio-2023040000050,"<button type=""button"" aria-label=""TO BUY"" class=""pl-button pl-button--primary add-to-cart__plus""><!----> <span class=""pl-button__label""><span><font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">TO BUY</font></font></span> <svg aria-hidden=""true"" class=""svg-icon svg-icon--m""><use xlink:href=""#i21""></use></svg></span> </button>",Add To Cart
https://www.uniqlo.com/eu/en/home,"<button type=""button"" title=""Add to bag"" value=""Add to bag"" class=""productvariantcontent__button  js-summaryBarScrollTrigger js_addToCartBtn  js_PdpAddToCartButton"" data-isregisterinterest=""false"" data-out-of-stock=""Out of Stock"" data-add-to-bag=""Add to bag"" data-only-available=""Only # available"" data-backinstockmessage=""Email me when available"" data-masterproductid=""447918"" data-addtocartmessage=""Add to bag"" data-registerinteresttext=""Remind me"">
<svg class=""productvariantcontent__icon productvariantcontent__icon--cart js_pdpIconCart "">
<use xlink:href=""https://www.uniqlo.com/on/demandware.static/Sites-EU-Site/-/default/dwcc8d72a8/images/icon-sprite.svg#icon_bag""></use>
</svg>
<span class=""productvariantcontent__buttonText"">Add to bag</span>
</button>",Add To Cart
https://www.cdiscount.com/,"<input class=""btGreen btS jsValidForm"" onclick=""return $(this.form).addToBasket()"" type=""button"" value=""Ajouter au panier"">",Add To Cart
https://www.nintendo.com/,"<button class=""Buttonstyles__Button-sc-63wrer-1 hMYaJt""><svg data-name=""Shopping cart"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 32 32"" width=""24"" role=""presentation"" alt="""" data-testid=""ShoppingCartIcon"" color=""currentColor"" size=""24""><path fill=""currentColor"" d=""M23.12 28.073a2.248 2.248 0 1 0 2.25-2.326h-.005a2.288 2.288 0 0 0-2.245 2.326zm2.397-7.29a1.728 1.728 0 0 0 1.498-.982l4.844-11.686a1.544 1.544 0 0 0-.15-1.551 1.593 1.593 0 0 0-1.349-.673H8.44l-.55-2.895A1.494 1.494 0 0 0 6.393 1.6H1.598A1.606 1.606 0 0 0 0 3.255a1.548 1.548 0 0 0 1.598 1.654h3.496L7.49 18.973l-1.098 4.706a1.67 1.67 0 0 0 .25 1.395 1.529 1.529 0 0 0 1.198.673h18.675a1.656 1.656 0 0 0 0-3.31H9.937l.4-1.654zm-18.726 7.29a2.248 2.248 0 1 0 2.25-2.326h-.005a2.288 2.288 0 0 0-2.245 2.326z""></path></svg><span class=""Buttonstyles__Span-sc-63wrer-0 gUkGxX"">Add to cart</span></button>",Add To Cart
https://www.humblebundle.com/,"<div class=""price-button js-price-button"">
  <span class=""price"">€14.99</span>

  <i class=""hb hb-shopping-cart-solid""></i>
  <span class=""add-text"">Add</span>
  <span class=""buy-text"">Buy</span>

</div>",Add To Cart
http://www.auction.co.kr/,"<button class=""btn_cart"" onclick=""javascript:ItemOrderButtons.addCart('A951152989','False','Top'); pvprofiler.sendEvt('click', '100000461', 'Utility');"" data-montelena-acode=""100000461"" type=""button"">????</button>",Add To Cart
https://www.shutterfly.com/,"<a id=""addToCartLink"" class=""primaryButton"" tabindex=""0"" draggable=""false"">Add
                to Cart</a>",Add To Cart
https://www.walgreens.com/,"<button id=""receiveing-addToCartbtn"" aria-label=""Add to cart for shipping. Opens simulated dialog."" class=""btn btn__blue wag-new-cart-btn"" data-reactid=""166""><strong data-reactid=""167"">Add for shipping</strong></button>",Add To Cart
https://www.bedbathandbeyond.com/,"<button type=""submit"" data-test=""pdpFacetBtnDeliverIt-5482257"" data-origin=""cart5482257"" class=""s12 btn btnLrg btnPrimary skuRollup"" data-amp-bind-hidden=""!skuFacets5482257.skuId || (features.sitePreorder &amp;&amp; false)"" i-amphtml-binding="""" i-amphtml-key=""247"">   Add to Cart  </button>",Add To Cart
https://shein.com/,"<button class=""S-button bUqVNB S-button__block S-button__default S-button__H36PX"" value="""" style=""width: 100%; min-width: auto;""><!---->
      Add To Bag
    </button>",Add To Cart
https://www.sephora.com/,"<button data-at=""add_to_basket_btn"" class=""css-xbdura eanm77i0"" type=""button"" data-comp=""AddToBasketButton StyledComponent BaseComponent ""><span class=""css-1ljvjox eanm77i0"" data-comp=""StyledComponent BaseComponent "">Add to Basket<span class=""css-1901pih eanm77i0"" data-comp=""StyledComponent BaseComponent "">for Standard Shipping</span></span></button>",Add To Cart
https://www.boohoo.com/,"<button class=""b-product_addtocard b-button m-width_full "" type=""button"" data-widget=""processButton"" data-event-click=""handleClick"" data-ref=""addToCart"" data-id=""addToCart"" data-stock=""1.0"" data-is-out-of-stock=""false"" data-pid=""DZZ46097-105-35"" data-is-sticky-cta=""false"" data-product-type=""variant"" data-processing-class=""m-processing"" data-processing-label=""Processing.."" data-not-ready-label=""Select size"" data-add-to-cart-label=""Add to cart"" data-tau=""product_addToCart"" data-tau-product-id=""DZZ46097-105-35"" data-widget-event-click=""addToCart"" data-add-to-cart-url=""/on/demandware.store/Sites-boohoo-UK-Site/en_GB/Cart-AddProduct"" data-initialized=""1"">
<span class=""b-product_addtocard-availability"" data-ref=""container"">
Add to cart
</span>
</button>",Add To Cart
https://www.asos.com/?,"<button data-bind=""click: addToBag, css : buttonCss, attr: { 'aria-label': resources.pdp_cta_add_to_bag, disabled: isBusy }, markAndMeasure: 'pdp:add_to_bag_interactive'"" data-test-id=""add-button"" id=""product-add-button"" aria-label=""Add to bag"">
        <span class=""product-tick"" data-bind=""visible: showProductTick"" style=""display: none;""></span>
        <span data-bind=""text: buttonText"">Add to bag</span>
    </button>",Add To Cart
https://www.rei.com/,"<button data-v-bb6d72de="""" type=""button"" class=""cdr-button_11-3-1 cdr-button--primary_11-3-1 cdr-button--medium_11-3-1 cdr-button--full-width_11-3-1"" id=""add-to-cart-button"" data-ui=""product-buygrid-add2cart"" aria-haspopup=""dialog""><!---->
    Add to cart  - $14.95
  </button>",Add To Cart
https://www.gamestop.com/,"<button class=""add-to-cart btn btn-primary add-to-cart-redesign"" data-pid=""B306705A"" id=""add-to-cart"" data-gtmdata=""{&quot;productInfo&quot;:{&quot;sku&quot;:&quot;B306705A&quot;,&quot;productID&quot;:&quot;B306705A&quot;,&quot;name&quot;:&quot;Blind Bag: FNAF Mystery Mini Figures S7 5 Pack Bundle&quot;,&quot;category&quot;:&quot;Toys &amp; Games/Blind Bags&quot;,&quot;brand&quot;:&quot;&quot;,&quot;subGenre&quot;:&quot;&quot;,&quot;platform&quot;:&quot;&quot;,&quot;condition&quot;:&quot;New&quot;,&quot;variant&quot;:&quot;New&quot;,&quot;genre&quot;:&quot;&quot;,&quot;availability&quot;:&quot;Available&quot;,&quot;productType&quot;:&quot;bundle&quot;,&quot;zoneSource&quot;:&quot;PDP&quot;,&quot;tradeinProductName&quot;:&quot;&quot;,&quot;programName&quot;:&quot;&quot;,&quot;tradeinOpted&quot;:&quot;&quot;},&quot;price&quot;:{&quot;sellingPrice&quot;:&quot;19.99&quot;,&quot;basePrice&quot;:&quot;24.95&quot;,&quot;currency&quot;:&quot;USD&quot;}}"">Add to Cart</button>",Add To Cart
https://www.barnesandnoble.com/,"<input type=""submit"" value=""ADD TO CART "" class=""add-to-cart-button btn-addtocart btn-pdp-addtocart price-added btn btn--commerce mr-xs"">",Add To Cart
https://www.fnac.com/,"<button data-automation-id=""product-buy-btn"" class=""ff-button--block ff-button--medium ff-button ff-button--orange js-ProductBuy-add"" data-tracking-price="""" data-tracking-price-discount="""" data-tracking-price-adh="""" data-tracking-price-mp=""3,20"" data-tracking-prid=""38650357"" data-tracking-offerid=""87d77e7c-1ef6-5641-7dcc-f03398d0b5ab"" data-tracking-catalogid=""3"">
      
      

<svg class=""f-icon ff-button-icon icon f-buttonIcon-addBasket"" aria-hidden=""true"" role=""img"" focusable=""false"" height=""20"">
  
    <use xlink:href=""#icon_i_061_add_to_basket""></use>
  
</svg>

      <span class=""ff-button-label"" data-automation-id=""product-buy-btn-label"">Ajouter au panier</span>
    </button>",Add To Cart
https://www.bodybuilding.com/en-MT/index,"<button type=""submit"" name=""add"" data-add-to-cart="""" class=""Button Button--primary""><!----> <span>
        Add to Cart
      </span></button>",Add To Cart
https://www.6pm.com/,"<button type=""submit"" class=""Hs-z"" data-stock-id=""55861380"" data-track-action=""Product-Page"" data-track-label=""PrForm"" data-track-value=""Add-To-Cart"">Add to Shopping Bag</button>",Add To Cart
https://www.urbanoutfitters.com/,"<button id=""add-to-cart-quickshop-uo-kez-baguette-bag"" data-qa-add-to-bag-button="""" type=""submit"" class=""o-pwa-button-cart"">

    Add to Bag

</button>",Add To Cart
